1
0b4cb55381f41d520c3324d5926a1977
True,1
False,0
True,80
75,75
9,9,9,3,9,9,9,9,9,9,9,9,9,9,8,3,8,8,8,8,8,8,8,8,3,9,9,9,3,9,9,9,0,9,9,9,9,0,9,9,9,9,0,9,9,9,9,3,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,4,3
9,9,9,9,3,3,9,9,9,9,9,9,9,9,8,8,3,8,8,8,8,8,8,8,3,8,9,9,3,9,9,9,0,9,9,9,9,3,9,9,9,3,9,9,9,9,3,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,4
9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,8,3,8,8,8,8,8,8,8,8,3,8,9,9,3,9,9,0,9,9,9,3,9,9,9,9,3,9,9,9,3,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,8,8,3,8,8,8,8,8,8,8,3,8,9,9,3,9,9,0,9,9,9,3,9,9,9,3,9,9,9,9,3,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,8,9,9,9,9,9,9,9,0,9,9,9,9,9,9,8,8,3,8,8,8,8,8,8,3,8,8,9,6,9,9,3,9,9,9,3,9,9,9,3,9,9,9,3,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,8,8,9,9,9,9,9,9,0,3,9,9,9,9,9,8,6,8,8,8,8,8,8,8,3,8,8,6,9,9,3,9,9,9,3,9,9,9,3,9,9,3,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,8,8,9,9,9,9,9,9,0,9,9,9,9,8,8,6,8,8,8,8,8,8,6,8,8,8,6,9,3,9,9,9,6,9,9,3,9,9,9,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,4,4,-1,-1,-1,8,8,9,9,9,9,9,0,9,9,9,8,8,8,6,8,8,8,6,6,6,8,8,6,6,8,3,8,8,6,7,7,9,3,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,3,4,4,4,-1,-1,8,8,9,9,9,9,0,9,9,9,8,8,8,6,8,8,6,4,6,6,6,4,6,8,3,8,8,7,4,7,6,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,3,3,3,3,4,4,-1,-1,8,9,9,9,9,0,9,9,8,8,8,6,8,8,6,4,4,6,4,4,6,8,6,8,8,7,4,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,7,7,3,3,3,3,3,4,4,-1,8,8,9,9,9,0,9,8,8,8,8,6,8,6,4,4,4,4,4,6,8,6,8,6,6,4,4,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,4,4,7,7,7,3,3,3,3,4,4,4,8,9,8,9,3,3,8,8,8,8,8,8,6,4,4,4,4,6,8,6,8,6,4,4,4,4,4,4,7,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,7,7,4,4,4,7,7,3,3,3,3,3,3,8,8,8,8,8,3,8,8,8,8,8,6,4,4,4,4,6,8,6,8,6,4,4,4,4,4,4,7,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,7,4,4,4,7,7,7,3,3,3,3,3,8,9,8,8,3,8,8,8,6,6,6,4,4,4,6,8,8,8,6,4,4,4,4,4,6,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,7,4,4,4,7,7,7,3,3,3,8,8,8,8,3,8,6,4,4,6,4,4,4,6,8,8,6,4,4,4,4,4,6,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,4,4,4,7,7,7,3,8,8,8,8,3,6,4,4,4,6,4,4,6,8,8,6,4,4,4,4,6,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,4,4,4,7,7,8,8,8,8,6,4,4,4,4,6,4,6,8,6,4,4,4,6,6,6,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,4,4,4,8,8,8,6,4,4,4,4,4,6,6,8,6,4,4,6,7,7,7,6,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,8,6,4,4,4,7,7,4,6,6,6,4,4,6,7,7,4,4,6,8,8,8,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,4,4,7,4,4,7,4,6,6,4,6,7,4,4,4,4,4,6,8,8,3,3,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,4,4,7,7,4,4,7,6,6,6,7,4,4,7,4,4,4,6,8,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,6,7,4,4,4,7,7,7,6,6,6,4,4,4,4,7,4,4,6,7,7,7,7,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,6,7,7,7,7,6,6,6,7,7,6,7,4,4,7,7,4,4,4,4,6,4,4,4,4,7,7,7,7,7,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,-1,-1,8,8,8,8,8,8,8,8,5,3,4,4,4,7,7,6,6,6,7,7,4,4,4,4,4,4,4,6,7,7,7,7,4,4,4,4,4,4,7,7,7,7,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,8,8,6,6,6,6,6,7,7,4,4,8,8,8,-1,-1,3,7,7,7,7,7,7,4,4,4,4,4,7,7,7,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,7,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,3,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,5,5,5,5,5,8,8,8,8,5,5,5,5,5,5,5,5,5,8,8,6,6,5,5,5,5,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4
-1,-1,-1,-1,-1,-1,8,8,8,5,8,8,5,5,5,5,5,8,8,8,5,5,5,0,0,0,0,0,0,0,0,0,5,5,8,8,8,5,5,5,5,5,8,8,8,8,5,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,7,7,7,7,7,7,7,7
-1,-1,-1,-1,-1,-1,8,8,5,5,8,5,5,5,5,5,8,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,8,5,5,5,5,5,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,8,5,5,5,8,5,5,5,8,8,8,5,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,8,5,5,5,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,5,5,5,5,5,5,5,5,8,8,8,5,5,3,3,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,0,5,5,5,5,8,8,3,5,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,5,5,3,3,5,5,5,5,3,3,5,5,5,3,3,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,8,8,8,8,8,8,8,3,3,5,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,5,3,3,3,5,5,5,3,3,3,5,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5,8,8,8,8,8,8,3,3,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,5,3,3,3,5,3,3,3,3,5,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,8,8,8,8,3,3,5,8,8,8,8,8,8,8,8,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,3,3,3,3,5,3,3,3,5,4,5,5,5,4,3,3,3,4,3,0,0,0,0,0,0,4,4,4,4,4,4,5,3,3,5,8,8,8,3,3,3,8,8,5,8,8,8,8,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,3,3,3,5,3,3,3,3,5,5,5,5,5,5,3,0,3,3,3,0,0,0,0,0,0,4,4,4,4,4,4,4,5,3,3,5,8,8,3,3,3,5,8,5,5,8,8,5,3,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,3,3,3,5,3,3,3,3,5,3,3,4,5,5,5,0,0,3,0,0,0,0,0,0,0,4,4,4,4,4,4,4,5,3,3,3,5,8,3,3,3,3,5,5,5,8,8,3,3,3,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,3,3,3,3,3,3,3,3,5,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,4,4,5,3,3,3,3,5,3,3,3,3,5,5,5,5,8,3,3,3,3,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,3,3,3,3,3,3,3,5,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,5,3,3,3,5,3,3,3,5,3,3,3,3,5,5,5,5,8,3,3,3,3,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,3,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,5,5,3,3,3,5,3,3,3,3,3,3,3,3,5,5,5,5,8,3,3,3,3,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
