1
c8bdf689f40b3cc270ebb7e2e176b0b3
False,0
False,0
True,50
45,56
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,67,67,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,68,68,68,68,68,67,67,67,67,67,65,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,68,68,68,68,68,68,67,67,63,63,66,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,68,68,68,67,67,65,73,64,67,67,67,67,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,67,65,65,65,65,67,67,68,68,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,66,67,67,67,68,68,69,68,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,68,68,68,68,69,68,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,68,68,68,68,69,68,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,68,68,68,68,68,69,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,68,68,68,68,69,69,67,66,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,67,68,68,68,68,69,68,67,66,65,63,67,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,67,67,67,67,67,67,67,67,68,68,68,67,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,74,65,-1,-1,-1,67,67,63,80,73,67,67,67,73,80,81,76,73,64,67,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,91,63,-1,-1,62,73,65,67,65,73,63,67,65,64,73,84,84,86,102,64,67,67,66,67,66,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,73,-1,-1,60,85,83,80,66,67,67,65,67,66,67,65,73,63,73,80,64,67,66,72,72,72,71,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,63,63,-1,-1,-1,-1,66,73,65,0,95,76,85,83,65,67,67,67,67,67,63,62,80,76,67,67,67,67,67,66,72,72,72,66,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,63,74,75,63,-1,-1,67,67,46,47,52,1,62,80,63,67,67,68,68,67,67,74,83,86,89,66,67,67,67,72,72,72,48,72,66,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,67,63,74,75,66,52,66,67,67,68,68,4,71,67,67,67,67,67,67,67,67,66,80,89,60,66,67,67,66,56,34,35,35,40,71,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,65,73,63,46,71,67,67,68,67,66,3,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,66,56,45,50,50,45,66,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,73,46,71,67,67,67,67,67,94,67,67,67,67,67,67,66,68,67,67,67,67,67,68,68,66,45,72,72,66,66,66,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,65,63,71,66,67,67,68,68,68,67,67,68,67,67,65,80,77,66,67,67,68,68,68,69,67,72,66,66,72,49,71,-1,-1,-1,-1,67,67,67,-1
-1,-1,-1,-1,-1,-1,-1,73,65,67,67,67,68,68,68,67,67,67,67,62,90,86,88,60,68,67,68,68,68,68,66,66,48,45,45,55,40,-1,-1,67,67,67,67,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,63,67,67,67,68,68,68,68,67,67,63,84,85,84,85,88,64,67,67,67,66,66,66,68,56,37,37,56,72,67,67,67,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,67,68,68,68,67,67,65,82,85,84,85,102,64,67,66,72,66,69,69,67,45,55,50,66,67,67,67,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,68,68,68,67,65,76,76,80,84,84,76,66,66,66,68,69,70,69,67,66,66,67,67,66,67,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,67,67,65,65,73,87,89,73,76,62,65,66,67,68,68,69,68,67,67,67,67,72,44,35,45,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,73,63,67,65,91,65,67,76,89,78,66,66,67,67,68,68,68,68,67,67,67,66,44,38,35,35,35,66,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,63,65,67,65,63,67,67,66,64,71,65,65,67,67,68,67,67,67,67,67,66,56,37,35,35,35,38,66,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,67,67,67,67,68,68,68,67,67,63,63,66,67,67,67,67,67,72,56,35,35,35,35,35,38,46,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,67,66,67,67,68,68,68,67,67,63,75,73,67,67,67,72,56,36,35,35,35,35,35,37,41,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,67,-1,-1,-1,-1,-1,68,67,67,67,63,67,67,68,68,68,67,67,67,64,73,63,67,71,56,36,99,35,35,35,35,35,37,39,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,67,67,72,48,-1,-1,67,67,67,67,65,67,67,68,68,68,68,67,67,68,67,64,48,54,34,36,99,35,35,35,35,35,37,39,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,67,48,48,67,67,67,67,67,66,66,80,65,67,68,68,67,67,67,67,61,57,55,35,35,35,35,35,35,35,35,35,38,39,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,71,66,67,67,67,67,66,66,62,80,67,67,67,67,66,64,64,66,44,35,35,35,35,35,35,35,35,35,35,35,98,38,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,67,66,66,67,68,68,67,67,67,64,82,87,79,65,55,35,35,35,35,35,36,35,35,35,35,37,15,46,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,67,67,67,67,67,66,67,66,80,86,101,78,66,56,35,35,35,35,35,35,35,35,35,38,15,43,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,66,72,72,66,67,67,67,67,73,82,82,66,67,48,55,35,35,35,35,35,35,35,38,8,43,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,92,31,59,61,33,25,46,66,67,67,65,65,67,67,67,66,45,35,35,35,34,37,98,41,51,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,67,67,72,31,100,100,28,37,26,22,21,21,21,32,51,67,67,67,67,67,67,67,48,55,36,98,39,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,67,66,29,30,31,27,20,20,20,15,42,72,58,22,16,34,66,67,67,67,67,67,67,72,34,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,67,72,23,47,72,37,16,16,19,14,93,48,72,46,17,26,66,67,67,67,67,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,67,67,47,96,71,72,41,16,20,20,13,4,71,71,53,97,24,72,67,68,72,67,67,66,72,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,71,67,67,67,67,51,52,72,6,16,20,21,11,2,67,66,71,67,61,66,67,67,61,66,67,67,56,43,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,67,67,67,67,67,67,66,67,45,17,16,26,72,71,67,67,67,67,66,67,67,67,71,71,67,67,66,48,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,67,67,67,67,67,67,67,67,67,45,17,16,42,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,67,67,67,67,67,67,67,67,67,45,17,17,72,67,67,67,67,66,66,66,67,67,67,67,67,67,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,67,67,67,67,67,67,67,67,45,17,17,72,66,45,7,10,43,46,9,66,72,72,67,67,67,67,67,67,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,67,67,67,67,67,66,72,48,34,18,18,47,72,48,48,48,72,48,39,41,12,5,72,48,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,67,66,66,66,46,43,41,46,72,48,41,47,66,67,66,67,67,67,67,66,66,47,48,43,7,43,46,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,46,48,43,48,43,46,66,67,67,67,67,67,67,67,66,67,67,67,67,67,67,67,67,46,43,10,51,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,46,37,35,45,48,67,67,67,67,67,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,48,5,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,45,35,35,35,55,45,72,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,66,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,40,35,35,35,35,37,38,39,46,67,-1,-1,-1,67,67,66,65,63,63,66,67,67,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,46,38,37,38,39,39,43,-1,-1,-1,-1,-1,-1,-1,67,67,65,66,66,66,67,67,67,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,67,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,67,67,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.8862746,0.8941177,0.8627452
0.8666667,0.8745099,0.8745099
0.854902,0.8470589,0.8352942
0.8117648,0.8156863,0.8039216
0.7901962,0.7941177,0.754902
0.8313726,0.7705883,0.7176471
0.8627452,0.7607844,0.6980392
0.8843138,0.8000001,0.7352941
0.9137256,0.8196079,0.7333333
0.909804,0.8392158,0.7686275
0.9490197,0.8666667,0.8078432
1,0.8941177,0.8431373
0.9921569,0.9176471,0.8588236
1,0.9490197,0.8784314
0.9607844,0.8901961,0.8000001
0.95817,0.8418302,0.7464053
0.9955183,0.8509805,0.7445379
1,0.8700281,0.747339
1,0.8901961,0.7666668
0.9725491,0.8352942,0.6980392
0.9882354,0.8209151,0.7052288
0.9970589,0.809804,0.7166667
0.9666667,0.8117648,0.7235295
0.9686275,0.8274511,0.7686275
0.9294118,0.7607844,0.7019608
0.9019608,0.7725491,0.7098039
0.9267974,0.7699347,0.6705883
0.9568628,0.7686275,0.6705883
0.909804,0.6980392,0.5960785
0.9333334,0.7058824,0.6313726
0.8666667,0.6352941,0.5529412
0.8379086,0.6300654,0.5620915
0.8509805,0.6862745,0.6078432
0.854902,0.7058824,0.6627451
0.8052288,0.6777778,0.5836602
0.811534,0.6885352,0.5635526
0.8345098,0.6752942,0.5474511
0.8546004,0.7245852,0.6072398
0.8701961,0.759608,0.6521569
0.8254903,0.7377451,0.6544117
0.7568628,0.6875817,0.5856209
0.7633988,0.6732026,0.6098039
0.7450981,0.6235294,0.5666667
0.6948307,0.6178253,0.5575758
0.6418301,0.5633987,0.4705883
0.6392158,0.5343139,0.437255
0.6078432,0.5422086,0.4897833
0.5770308,0.4733894,0.4240897
0.5278774,0.4398977,0.3764706
0.4862745,0.4352942,0.3254902
0.5555556,0.4666667,0.3372549
0.5421569,0.4931373,0.4696079
0.5437909,0.5346406,0.5189543
0.6078432,0.5960785,0.5568628
0.7058824,0.627451,0.5019608
0.7607843,0.6386555,0.5142857
0.7301961,0.6015686,0.4921569
0.6980392,0.5294118,0.4313726
0.6470588,0.4588236,0.3764706
0.6980392,0.4862745,0.4588236
0.6431373,0.4797386,0.475817
0.5431373,0.4068628,0.3813726
0.5300654,0.2973856,0.2993464
0.4599054,0.1517242,0.1729547
0.444344,0.2395173,0.2515837
0.3589215,0.1401961,0.1451961
0.2908964,0.2080532,0.1794118
0.1309273,0.1039647,0.09849169
0.2068289,0.2168357,0.2462813
0.2874812,0.295626,0.3321267
0.3058824,0.3490196,0.4392157
0.4264706,0.3909805,0.3556863
0.4116776,0.3201743,0.2569934
0.5517648,0.2021569,0.2215686
0.5970588,0.1382353,0.1598039
0.64,0.1537255,0.1709804
0.654902,0.3352941,0.3568628
0.6313726,0.3803922,0.427451
0.7078432,0.4470589,0.4686275
0.7568628,0.454902,0.4941177
0.7176471,0.3666667,0.3937909
0.7568628,0.372549,0.4313726
0.7921569,0.4,0.4215687
0.8313726,0.3803922,0.4183007
0.887395,0.4694678,0.4918768
0.9111112,0.4640523,0.4901961
0.9362746,0.4852942,0.5029412
0.9235295,0.4705883,0.5313725
0.9235295,0.5313725,0.5745099
0.8852942,0.5264707,0.5509804
0.8588236,0.482353,0.4784314
0.7019608,0.1607843,0.1843137
0.7607844,0.5803922,0.509804
0.7568628,0.7137255,0.654902
0.764706,0.7490196,0.7529413
0.8196079,0.8705883,0.8862746
0.9450981,0.8862746,0.8666667
0.8941177,0.8274511,0.7254902
0.9228759,0.7986929,0.6862745
0.7803922,0.7078432,0.5529412
0.9980392,0.7509804,0.6627451
1,0.5960785,0.627451
0.9686275,0.4901961,0.554902
