1
a1288a341259a5fd8118af85da0d0b24
False,0
True,50
True,329
74,89
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,16,16,16,16,16,16,16,16,16,16,16,16,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,16,7,7,7,7,10,7,7,7,7,7,7,7,7,7,16,8,7,7,7,7,7,7,7,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,8,16,7,7,7,7,7,7,7,7,16,7,7,16,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,3,11,11,14,45,5,5,5,7,16,16,7,7,7,7,16,7,7,16,7,45,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,7,7,7,11,7,7,7,7,7,5,5,3,3,3,3,3,3,3,5,3,3,3,4,3,68,10,11,68,10,10,8,16,8,15,7,7,8,7,7,6,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,7,7,7,7,7,7,16,7,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,46,5,9,10,10,16,7,7,7,7,7,8,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,7,7,7,7,7,16,7,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,68,7,6,16,6,7,7,7,7,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,7,7,7,10,15,7,7,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,8,11,7,7,7,7,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,16,7,7,16,7,7,7,5,3,3,3,3,3,3,3,58,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,7,11,7,7,6,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,16,7,16,7,7,7,7,5,3,5,3,3,3,3,3,3,3,3,16,3,3,3,3,3,3,3,3,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,7,10,11,7,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,16,7,7,7,7,7,7,5,3,3,3,7,3,3,3,3,3,3,3,3,16,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,6,16,6,7,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,16,7,7,7,7,7,7,7,3,3,3,3,3,3,45,3,3,3,3,3,3,3,49,16,3,5,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,45,3,7,3,3,3,3,46,3,3,3,3,3,6,7,14,8,16,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,16,7,7,7,7,7,7,7,3,3,3,3,3,3,3,7,14,3,3,7,3,3,3,3,45,16,3,7,3,8,3,3,3,3,5,15,3,3,3,3,3,3,3,3,3,3,8,16,3,3,3,3,3,45,3,3,3,3,3,3,6,7,16,6,7,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,16,7,7,7,7,3,3,3,3,3,3,3,3,3,5,16,3,3,5,3,3,3,3,8,16,3,15,3,7,3,3,3,3,7,5,3,3,3,52,5,16,16,16,16,16,15,3,7,3,3,3,8,3,3,3,3,3,3,3,6,7,10,10,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,16,16,3,3,3,3,3,3,3,3,3,3,3,7,16,3,16,5,3,3,3,3,8,15,7,16,3,14,3,3,5,16,16,11,5,30,17,17,17,17,17,16,7,7,7,8,45,16,3,3,7,52,3,11,3,3,3,3,7,7,10,16,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,16,16,3,3,3,3,3,3,3,3,7,7,3,16,7,3,3,45,16,16,17,16,17,17,17,16,7,7,7,45,8,7,7,16,17,17,17,17,17,3,45,5,7,7,7,7,8,45,3,7,49,3,3,3,5,7,7,16,14,-1,-1,-1,-1,-1,-1
