1
3ede05b88138f5cd78131225b895fd4f
True,1
False,0
True,50
69,90
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,9,9,9,9,9,9,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,-1,12,12,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,9,10,9,9,9,9,9,9,9,6,-1,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,7,9,9,9,9,6,4,3,3,3,11,6,10,-1,-1,-1,-1,-1,-1,3,3,4,4,5,6,10,10,7,6,10,-1,-1,-1,3,1,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,13,11,9,9,4,2,1,1,0,0,0,0,0,1,2,6,3,1,1,1,2,2,2,2,2,5,2,1,0,1,3,-1,-1,3,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,12,12,12,12,12,12,11,12,12,12,11,12,11,4,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,2,2,2,2,2,1,0,0,1,-1,3,1,0,0,0,0,2,6,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,12,13,13,13,6,7,6,11,11,12,11,2,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,1,0,0,0,4,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,11,3,1,1,3,6,6,3,1,13,12,1,0,0,1,2,2,2,2,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,4,10,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,2,1,13,3,2,1,1,1,2,1,0,5,6,10,10,10,10,5,2,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,2,2,12,2,10,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,1,1,1,3,6,3,2,6,10,10,10,10,10,6,2,1,0,2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,5,2,3,11,11,6,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,11,3,1,1,1,1,1,1,2,10,14,6,10,10,10,7,7,6,7,4,1,2,4,3,2,3,0,0,1,0,1,2,0,0,0,0,0,0,1,3,1,2,2,2,11,8,17,17,9,9,9,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,11,1,1,1,1,1,1,6,6,10,10,10,7,16,16,16,16,14,3,2,3,4,2,4,2,2,2,2,2,1,0,0,0,0,0,0,2,2,2,3,2,3,17,17,17,17,8,9,9,4,2,5,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,1,1,1,1,1,5,10,10,10,10,15,16,16,16,16,16,4,2,5,4,2,4,5,2,5,2,2,2,1,1,1,1,2,2,4,2,4,2,2,7,17,17,8,17,17,8,10,2,3,5,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,11,1,1,1,1,13,1,1,6,10,10,14,16,15,15,14,7,7,6,5,3,4,4,4,2,2,5,2,5,4,2,2,3,11,14,14,14,6,4,2,4,2,2,7,17,17,17,17,12,5,5,5,5,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,13,13,13,13,13,1,2,11,16,16,16,7,10,7,14,14,16,14,4,7,6,3,4,3,2,2,5,3,3,11,16,16,16,16,16,11,0,3,5,2,2,2,11,17,17,17,11,5,5,5,5,5,5,3,3,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,12,17,17,17,14,14,13,12,16,16,16,10,10,16,16,16,16,16,8,9,9,10,6,3,4,5,3,14,15,16,16,16,16,16,16,1,0,1,1,3,5,5,2,14,17,14,13,5,5,5,5,5,5,2,5,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,14,17,17,17,17,17,17,14,14,15,6,10,7,16,16,16,16,16,15,9,9,9,9,10,5,11,14,15,15,16,16,16,16,16,14,0,0,0,0,3,3,2,2,12,17,14,12,3,5,4,5,5,5,2,5,3,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,13,17,17,17,14,14,17,17,14,17,15,15,16,16,16,16,15,16,16,16,8,9,9,9,9,8,14,15,16,15,16,16,16,16,16,11,0,0,0,0,0,3,5,2,3,14,17,17,2,5,4,5,5,5,5,5,5,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,13,17,17,14,13,13,17,17,17,17,15,16,16,16,16,16,16,15,16,16,15,9,9,9,9,15,15,15,15,16,16,16,16,16,16,1,0,0,0,0,0,1,4,2,1,14,17,14,3,5,5,5,5,5,5,2,5,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,17,17,17,14,17,17,17,12,12,15,16,16,16,16,16,16,15,15,16,15,9,9,9,15,16,15,15,16,16,15,15,15,15,14,1,0,0,0,0,0,0,1,2,13,12,14,14,5,5,5,5,5,5,5,5,5,5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,14,17,17,17,17,17,14,17,12,12,16,16,16,16,16,16,16,15,15,16,15,9,9,8,15,15,15,16,15,9,9,9,15,16,14,0,0,0,0,0,0,0,0,0,13,12,12,14,5,5,5,5,5,5,5,4,5,5,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,17,17,14,17,17,14,17,17,15,16,16,16,7,9,7,15,15,15,15,9,9,15,15,15,9,8,9,9,8,15,16,16,14,0,0,0,0,0,0,0,0,0,12,13,12,14,5,5,5,5,5,5,5,5,5,5,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,14,17,14,12,17,17,17,17,8,16,15,10,9,15,15,15,15,15,9,15,15,15,8,7,8,8,15,8,8,8,17,14,0,0,0,0,0,0,0,0,0,12,14,17,11,5,5,5,5,5,5,5,4,5,5,5
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,3,17,14,13,17,17,8,17,17,16,7,10,7,16,15,15,15,15,15,15,15,15,10,6,16,8,17,8,17,8,8,11,0,0,0,0,0,0,0,0,0,0,14,17,3,5,5,5,5,5,5,4,5,5,5,5
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,14,17,7,17,17,17,17,8,15,6,10,11,16,15,15,15,15,15,15,16,16,6,10,7,8,8,8,17,17,8,11,0,0,0,0,0,0,0,0,0,0,11,14,5,5,5,5,5,5,5,5,4,5,5,5
-1,-1,-1,-1,-1,11,12,-1,-1,3,2,2,5,2,3,14,17,7,17,17,17,17,8,7,10,10,16,16,15,15,15,15,15,16,16,16,10,7,15,16,8,8,17,8,12,0,0,0,0,0,0,0,0,0,0,11,3,5,5,5,5,5,5,5,5,5,5,5,5
-1,-1,-1,-1,12,13,11,12,-1,3,2,2,2,3,11,11,11,12,12,11,7,17,8,10,10,10,16,16,15,15,16,15,15,16,16,7,10,7,16,14,7,6,8,8,12,0,0,0,0,0,0,0,0,0,0,3,3,5,5,5,5,5,5,5,5,5,5,5,5
-1,-1,-1,-1,6,12,14,14,3,2,2,2,11,11,11,3,12,12,12,12,12,12,7,10,10,8,15,16,16,16,16,15,15,16,15,10,8,8,7,7,7,6,6,7,1,0,0,0,0,0,0,0,0,0,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5
-1,11,-1,-1,13,14,14,11,1,1,3,3,11,12,11,12,12,12,12,12,12,12,12,10,8,17,17,8,9,9,9,9,8,8,9,9,9,8,7,10,7,6,6,7,1,0,0,0,0,0,0,0,0,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-1,2,12,-1,12,14,14,1,0,1,3,3,12,13,12,12,13,12,12,12,12,12,12,6,8,17,17,8,9,9,9,9,9,9,9,9,9,7,6,10,6,7,7,8,13,0,0,0,0,0,0,1,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12,12,13,12,14,14,12,0,0,3,13,12,2,1,2,1,1,1,12,12,12,12,12,11,17,17,17,9,9,9,9,10,9,9,9,9,15,14,7,7,6,8,8,8,3,0,0,0,1,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,11,13,13,13,12,2,0,2,12,1,1,1,1,1,1,1,1,13,12,12,12,12,12,14,17,17,9,9,9,10,4,6,10,9,7,12,16,7,7,8,8,17,8,3,1,1,2,2,2,2,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,12,12,13,13,12,1,0,3,1,1,1,1,1,1,1,1,1,13,12,12,12,12,12,11,17,8,9,9,6,2,3,3,4,10,14,16,16,14,7,7,17,8,8,3,2,5,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12,13,13,13,13,12,1,1,3,1,1,1,1,1,1,1,1,1,13,12,12,12,12,12,12,8,7,6,6,2,2,3,2,3,6,6,14,12,14,14,12,12,14,8,5,2,2,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
11,6,11,13,13,11,0,2,2,1,1,1,1,1,1,1,1,1,13,12,12,12,12,12,12,14,6,3,4,4,2,3,3,4,3,3,11,6,6,14,14,16,12,7,6,3,4,6,6,6,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
11,13,13,12,13,12,2,3,2,1,2,13,1,1,1,1,1,1,12,12,12,12,12,12,12,12,11,2,3,6,4,4,4,4,4,2,3,4,11,14,14,16,12,6,4,10,6,6,6,6,6,6,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,-1
-1,12,3,11,13,11,11,4,13,2,3,2,1,1,1,1,1,1,2,13,12,12,12,12,12,11,11,3,3,1,3,4,3,2,3,4,6,11,6,14,14,14,14,3,3,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,2,-1
-1,-1,11,12,12,2,6,11,1,3,11,1,1,1,1,1,1,13,1,13,12,12,12,12,11,11,2,3,1,2,3,3,4,4,2,11,17,7,17,17,7,14,3,4,3,2,6,6,6,6,6,6,6,6,6,4,3,5,5,5,5,5,5,5,5,5,2,2,-1
